,RASDSSinfo,DecSDSSinfo,zSDSSinfo,HalphaSDSSline [1e-17*erg/cm^2/s],OIII5007SDSSline [1e-17*erg/cm^2/s],OIII4959SDSSline [1e-17*erg/cm^2/s],HbetaSDSSline [1e-17*erg/cm^2/s],HdeltaSDSSline [1e-17*erg/cm^2/s],N6583SDSS [1e-17*erg/cm^2/s],S6717SDSSline [1e-17*erg/cm^2/s],S6731SDSSline [1e-17*erg/cm^2/s],OII3726SDSSline [1e-17*erg/cm^2/s],OII3729SDSSline [1e-17*erg/cm^2/s],OI6300SDSSline [1e-17*erg/cm^2/s],HalphaSDSSline_ERR,OIII5007SDSSline_ERR,OIII4959SDSSline_ERR,HbetaSDSSline_ERR,HdeltaSDSSline_ERR,N6583SDSS_ERR,S6717SDSSline_ERR,S6731SDSSline_ERR,OII3726SDSSline_ERR,OII3729SDSSline_ERR,OI6300SDSSline_ERR,Dn4000SDSSindx,petroRad,petroRadE,petroR50,petroR50E,petroR90,petroR90E,Metallicity_med(T04),Metallicity_avg(T04),Mstaravg_SDSStotlgm,Mstarmed_SDSStotlgm,SFR_flag_all,totalSFR_Avg,totalSFR_Med,fibSFR_avg_all,fibSFR_med_all,fibsSFR_avg_all,fibsSFR_med_all,sSFR_avg_all,sSFR_med_all,sSFR_flag_all,avgSFRD,medSFRD,Halpha_kcorr,Hbeta_kcorr,OIII5007_kcorr,OIII4959_kcorr,SII6716_kcorr,SII6731_kcorr,NII6583_kcorr,OII3726_kcorr,OII3729_kcorr,Log(O/H)+12 [NII/OII],Log(O/H)+12 [R23],NII/Halpha,OIII/Hbeta
11,165.1078643798828,4.223630905151366,0.03863280266523361,1622.8369140625,91.45655822753906,35.477413177490234,410.3725891113281,96.0172348022461,633.237060546875,274.3306884765625,201.2543792724609,226.07827758789062,180.12843322753906,24.693368911743164,14.977649688720705,4.504085063934326,3.9475772380828857,6.441020488739014,4.8780670166015625,7.503315448760986,5.7916932106018075,5.1703290939331055,11.00830078125,10.709738731384276,3.6519865989685063,1.1430269479751587,7.100709438323975,0.10236972570419313,2.807464122772217,0.019163232296705246,8.973060607910156,0.112656369805336,9.073587417602539,9.08946704864502,10.237443923950195,10.22148323059082,0.0,0.3828300833702088,0.3828300833702088,0.05784466490149497,0.03795850649476051,-9.512290000915527,-9.531693458557127,-9.88817024230957,-9.956653594970703,0,0.00241686672237723,0.00241686672237723,1908.5145849769133,513.4493572960074,113.69725203554086,44.19868271482857,321.1261594197945,235.47906404662507,744.2681181572591,300.8457252601648,239.65367765787042,9.244757835502226,8.259443359086912,-0.40896606746703945,-0.654747646279305
12,168.86907958984375,4.348748683929443,0.04002153128385544,254.50845336914062,10.639737129211426,0.5326640009880066,42.55683898925781,14.281183242797852,103.56246948242188,44.567291259765625,34.116783142089844,28.8923282623291,12.086779594421387,7.370564937591553,3.58603572845459,2.344151258468628,2.4181628227233887,2.5849523544311523,3.201614618301392,2.6167311668396,2.240618705749512,2.1428546905517583,5.984445095062256,5.544193744659424,2.011065721511841,1.222852110862732,9.916500091552734,0.2928183674812317,4.12791109085083,0.02984963729977608,10.345956802368164,0.16263225674629211,-99.9000015258789,-99.9000015258789,10.143754959106444,10.131007194519043,0.0,-0.16806989908218384,-0.16806989908218384,-0.41987401247024536,-0.47753560543060297,-9.83797836303711,-9.892999649047852,-10.34984016418457,-10.385233879089355,0,-0.0005440304723225746,-0.0005440304723225746,368.138834867357,70.87815690200974,17.46368718594911,0.8785326148006165,63.78650136940318,48.7795998967087,149.5979356122288,55.3677181657124,23.152363156241474,9.255926380488898,8.24258241185947,-0.3910860329811755,-0.6083764721635372
13,150.41477966308594,4.3839168548583975,0.0477156862616539,548.0349731445311,35.760189056396484,12.092491149902346,129.82850646972656,29.813047409057614,198.32693481445312,130.97953796386722,93.78326416015624,88.48883819580078,104.5023956298828,15.20918083190918,6.318924903869629,2.9301953315734863,2.795090675354004,3.46071720123291,2.985173463821411,3.9021401405334473,3.5621826648712163,3.331636667251587,5.8895673751831055,6.274363517761231,2.582622766494751,1.3008103370666504,4.684882164001465,0.05944304913282394,2.206772804260254,0.009502258151769638,5.348095893859863,0.0717180073261261,8.95486068725586,8.970290184020996,10.2255220413208,10.21286678314209,0.0,-0.09669990092515944,-0.09669990092515944,-0.3166908919811249,-0.3339157998561859,-10.08821964263916,-10.11188793182373,-10.361760139465332,-10.402044296264648,0,-0.0014024223126401444,-0.0014024223126401444,665.9028400100764,169.93719061156162,46.44867431866226,15.746980715405773,158.2632444402811,113.2578957841051,240.81022215153288,124.72771051000711,147.26541613626708,9.21231145997993,8.185625901483547,-0.4417359487790385,-0.563315110849932
14,128.6328125,42.9160270690918,0.040182601660490036,1536.3404541015625,118.91374969482422,42.33633804321289,372.68170166015625,93.15719604492188,585.2625732421875,262.93087768554693,196.8686828613281,213.55914306640625,249.5432586669922,25.485088348388672,13.272687911987305,4.203484058380127,3.5892930030822754,5.660414695739746,4.234367370605469,6.271098136901856,4.850811958312988,4.3692355155944815,9.33177375793457,9.549823760986328,3.0154287815093994,1.1781034469604492,4.4499382972717285,0.09372275322675704,1.9769480228424072,0.012041649781167507,5.79307746887207,0.0905722826719284,9.050000190734863,9.05999755859375,10.103862762451172,10.083582878112793,0.0,0.20412009954452515,0.20412009954452515,0.0245108176022768,0.015095444396138191,-9.369070053100586,-9.388897895812988,-9.938260078430176,-9.974002838134766,0,0.0032811638685285582,0.0032811638685285582,1844.7673520508893,479.88969538893423,152.01768774061867,54.252019857959475,314.0634365559228,235.0353380284486,702.2865363190048,294.7954413641891,344.3932117096634,9.239918537052903,8.189630135637088,-0.41942726150351006,-0.4992473020551711
15,223.41665649414062,2.9206438064575195,0.04450492933392525,1659.5224609375,146.11972045898438,54.20551681518555,375.0776977539063,101.69099426269531,779.2532958984375,360.4248352050781,269.84100341796875,363.8249816894531,240.7282867431641,56.13557815551758,15.75800895690918,6.5085716247558585,5.739116668701173,7.628847122192383,6.424551963806152,9.761714935302734,7.604804039001465,6.967512607574463,16.041252136230472,15.343945503234865,5.322509288787842,1.2908883094787598,7.022446632385254,0.16446195542812347,2.752030611038208,0.02360575646162033,8.974539756774902,0.14474694430828094,8.991678237915039,9.002872467041016,10.433658599853516,10.42236328125,0.0,0.4554601013660431,0.4554601013660431,0.25477388501167303,0.2351618856191635,-9.654640197753906,-9.679845809936523,-10.016069412231444,-10.058907508850098,0,0.002939839162042721,0.002939839162042721,2064.4558582703403,507.18124900339194,195.8853108578056,72.87496714155203,445.57225204447144,333.38779998375077,968.6220871283408,534.5335355035435,353.5880337661123,9.203755033336618,7.405025502759864,-0.32865123344471775,-0.41316131873872075
16,135.32156372070312,47.36035537719727,0.03969519212841988,1263.2542724609375,113.22566986083984,33.82508087158203,253.906005859375,42.19297409057617,617.2920532226562,212.92913818359372,168.63299560546875,95.45317840576172,105.43633270263672,36.246429443359375,10.706677436828613,4.137288093566895,3.695062160491944,4.6732282638549805,3.541457414627075,6.622987270355225,4.869863510131836,4.5646395683288565,6.680766582489014,6.92868709564209,3.8951590061187744,1.3019235134124756,5.87398624420166,0.17531737685203552,2.2731611728668213,0.02182745933532715,7.7133402824401855,0.1379121094942093,-99.9000015258789,-99.9000015258789,10.315999984741213,10.30244255065918,0.0,0.4129801094532013,0.4129801094532013,0.2490098178386688,0.26496192812919617,-9.546331405639648,-9.529454231262207,-9.932780265808104,-9.9664306640625,0,0.0038098985553676992,0.0038098985553676992,1666.5227235382017,372.35091642905064,164.23561876253947,49.242157872082664,278.67972069927276,220.5366600450899,813.5254852653158,155.52554063837727,171.73526778203598,9.334261725418118,8.111286921858294,-0.31144007716887784,-0.35548507602057483
17,175.70960998535156,59.80186462402344,0.0441056415438652,1439.766845703125,515.1502075195311,172.94064331054688,456.5956726074219,136.23414611816406,740.4500122070312,290.0413818359375,230.02218627929688,489.26995849609375,375.5524597167969,59.80535125732422,11.20330810546875,6.4244585037231445,4.161747455596924,5.442298412322998,3.9512417316436768,6.716818332672119,4.678954124450684,4.358046054840088,10.387203216552734,9.757553100585938,3.1199498176574707,1.0949804782867432,4.986160755157472,0.08984247595071793,2.0357797145843506,0.009649784304201605,5.874711036682129,0.06133778765797615,-99.9000015258789,-99.9000015258789,10.133130073547363,10.117732048034668,0.0,0.32189008593559265,0.32189008593559265,0.00278381141833961,0.005620989017188549,-9.524595260620117,-9.519783973693848,-9.84628963470459,-9.881817817687988,0,0.0041212140884701745,0.0041212140884701745,1511.8406425262508,488.48217890008743,550.0625774417196,184.77921520821144,304.1343721636622,241.16635845365792,777.3775913084282,533.2471288099488,409.28471649864724,9.173522570628391,0.36018119969355666,-0.2888739987187744,0.05156337532716239
18,198.29220581054688,5.328378677368164,0.048794809728860855,588.2978515625,415.6965637207031,138.52314758300778,160.94528198242188,53.17007827758789,239.4678497314453,82.85552215576172,72.71104431152344,114.9968032836914,158.93467712402344,37.732948303222656,6.3854594230651855,5.869586944580077,3.8505172729492183,4.332496643066406,4.341382026672363,3.851857662200928,2.882207155227661,2.900848865509033,8.095176696777344,9.267129898071287,2.526834011077881,1.2149755954742432,5.231178283691406,0.14321887493133545,2.21304988861084,0.02264571376144886,6.02820348739624,0.13915686309337616,-99.9000015258789,-99.9000015258789,9.921689987182617,9.907434463500977,0.0,-0.024689903482794758,-0.024689903482794758,-0.4299580454826355,-0.4305401742458344,-9.781673431396484,-9.780197143554688,-9.98532009124756,-10.01977825164795,0,-0.00028719076903613983,-0.00028719076903613983,665.1439782026542,190.70529939992812,490.17701717081565,163.6052166597184,93.3492757223827,81.89223815460655,270.62669961824946,142.76960095991262,197.2902670358653,9.209843709544284,-41.872670287876886,-0.39054502239730976,0.4099901831438203
19,246.51776123046875,46.3682746887207,0.02993095852434635,3163.78955078125,92.89080810546876,35.27753448486328,699.200927734375,147.7570037841797,1321.04248046875,423.4834289550781,354.1665344238281,222.3737335205078,183.0615539550781,54.72152328491211,23.885799407958984,4.570032596588135,4.177201271057129,7.93856143951416,4.649151802062988,10.91286849975586,7.109934329986572,6.6819987297058105,8.058657646179201,7.936127185821532,4.2788171768188485,1.18109929561615,4.1244635581970215,0.02275621332228184,1.7529399394989014,0.0048485840670764455,5.003697872161865,0.03408408537507057,9.150090217590332,9.160356521606444,10.12436580657959,10.110711097717283,0.0,0.4580501019954682,0.4580501019954682,0.3536834418773651,0.3231258988380432,-9.294129371643066,-9.319334030151367,-9.708979606628418,-9.74801540374756,0,0.008570934378137503,0.008570934378137503,3980.207701031453,960.2448716084391,126.41862615805982,48.155095657202715,529.2681025768248,442.35577207831585,1660.543877832262,333.24001864198243,274.25404446136963,9.328800902197232,8.219260961994674,-0.37965537987191444,-0.8805709300365636
20,238.3173065185547,53.54352188110352,0.04676596075296402,784.8991088867188,38.37202453613281,19.515043258666992,197.97052001953125,51.781333923339844,439.0119018554688,118.1680679321289,114.5892105102539,110.88428497314452,66.14398956298828,12.320676803588867,7.5205345153808585,2.710760593414306,2.520448923110962,3.4804632663726807,3.140501976013184,4.544130325317383,2.8673725128173833,3.226109027862549,5.706517219543457,5.4724154472351065,2.225779294967652,1.2762224674224854,9.497428894042967,0.20917047560215,3.937161922454834,0.019847920164465904,10.141568183898926,0.10893742740154266,-99.9000015258789,-99.9000015258789,10.470593452453613,10.457098960876463,0.0,0.5041701197624207,0.5041701197624207,-0.04538635909557343,-0.039867497980594635,-9.760527610778807,-9.75374698638916,-10.001299858093262,-10.04040813446045,0,0.001779160503831351,0.001779160503831351,924.2581097628887,248.13731540180427,47.78592745522195,24.354791073614937,138.49823243271157,134.24309331788405,516.6496873236604,147.89030220457343,88.20155455696589,9.28746757871118,8.266346115229432,-0.25259709902270894,-0.7153920598346384
21,241.033203125,47.349693298339844,0.04217683151364327,1314.25341796875,151.93470764160156,46.04523468017578,369.74462890625,128.94393920898438,945.1944580078124,105.31526947021484,110.90349578857422,204.7533416748047,110.82687377929688,21.310449600219727,11.019598007202148,4.7979092597961435,3.9857919216156006,5.983868598937987,4.990138530731201,8.150580406188965,3.884294033050537,3.9535629749298096,10.4077787399292,10.298768043518066,3.393476247787476,1.1268950700759888,4.875977516174316,0.05799296498298645,2.031219720840454,0.011830692179501057,5.6057162284851065,0.07416044175624847,-99.9000015258789,-99.9000015258789,10.029741287231444,10.00146484375,0.0,0.3945401012897492,0.3945401012897492,0.03849615901708603,0.03870518133044243,-9.451065063476562,-9.44933795928955,-9.680079460144043,-9.699999809265137,0,0.0052822370897139875,0.0052822370897139875,1465.284160658653,429.7243808014815,175.82366222019368,53.360972236476584,117.0521501889311,123.226161074092,1053.3947494314546,248.01350167469118,134.22505917871294,9.310514974608575,8.125344238401947,-0.14333070570587791,-0.3881126727676891
22,247.6744537353516,40.52939224243164,0.029812201857566837,812.7646484375,30.524738311767575,12.561410903930664,183.73960876464844,47.21836471557617,397.4403991699219,104.8827133178711,92.10826873779295,64.81825256347656,37.50141143798828,10.711944580078123,9.334230422973633,3.7746906280517583,3.58008885383606,4.793169975280762,4.316837787628174,6.045284748077393,4.329718112945557,4.199753761291504,8.864922523498535,8.61870288848877,3.348688840866089,1.1979130506515503,15.94239616394043,0.15866810083389282,7.268638610839844,0.01878090761601925,16.340211868286133,0.1076853647828102,9.192611694335938,9.212890625,10.571247100830078,10.55588150024414,0.0,0.3414200842380524,0.3414200842380524,-0.13557231426239014,-0.16578611731529236,-9.713520050048828,-9.74097728729248,-10.2672700881958,-10.321321487426758,0,0.0004275943897587139,0.0004275943897587139,1010.9677349789933,248.41377128181938,40.91456105719046,16.885174751244033,129.64590365663204,113.78682349359698,493.96700002006196,95.21200217276782,55.07189807206817,9.333341515423871,8.225551035556313,-0.311039358912379,-0.783297771793515
23,226.83506774902344,2.391139268875122,0.042989633977413184,1441.406494140625,328.96368408203125,108.89571380615234,375.9142150878906,86.36872863769531,885.3348388671875,230.70306396484372,189.5024261474609,460.6136779785156,316.72052001953125,60.63700485229492,9.916852951049805,6.151242256164551,4.987844467163086,5.579127788543701,4.839840888977051,7.571044445037843,4.817609786987305,4.635492324829102,11.65626049041748,11.167338371276855,3.9846727848052983,1.2713011503219604,3.4443960189819336,0.03744713589549065,1.5967296361923218,0.005374900531023741,4.234553813934326,0.04375622794032097,-99.9000015258789,-99.9000015258789,10.180083274841307,10.24642848968506,2.0,-0.2128899097442627,-0.2128899097442627,-0.17141421139240265,-0.166050985455513,-9.80615234375,-9.799161911010742,-10.429409980773926,-10.470165252685547,0,-0.005711879646322737,-0.005711879646322737,1669.1770524462427,460.4074581909787,400.57374360353214,132.85556967482856,266.0371194516007,218.43781345277628,1024.685260929658,596.4964067016358,410.0831646942165,9.196459348667489,1.8441514243381034,-0.21191191611557902,-0.06045987099707547
24,247.3041229248047,41.1508903503418,0.029592674225568768,554.4622802734375,33.617053985595696,10.064095497131348,118.22676849365234,29.936620712280273,234.5636138916016,64.35489654541016,49.45116806030274,18.222606658935547,57.37847137451172,9.786123275756836,6.777348041534424,3.2996866703033447,3.0304346084594727,3.7673377990722656,3.2641832828521733,4.599893569946289,3.5471799373626713,3.413690090179444,6.391833782196045,6.7430171966552725,2.9107320308685303,1.3067998886108398,14.79332447052002,0.09983466565608977,6.918067932128906,0.03545299917459488,15.660932540893555,0.2299143373966217,9.15418815612793,9.180892944335938,10.501402854919434,10.487103462219238,0.0,0.1792500913143158,0.1792500913143158,-0.15156131982803345,-0.18624942004680636,-9.587989807128906,-9.614358901977539,-10.363999366760254,-10.410022735595703,0,0.0002607221608699456,0.0002607221608699456,710.1524174035504,166.43685974718136,46.864503859686195,14.075593958899331,81.84255503164982,62.845985381280876,300.1561016662041,28.183533864231645,88.71702350681971,9.409739298444249,7.915602337190851,-0.3740043934975308,-0.5504054894906392
25,262.07382202148443,60.0152816772461,0.02833051234483719,366.37823486328125,12.42640495300293,12.13267421722412,83.10377502441406,21.841405868530273,100.75745391845705,35.61761474609375,24.849943161010746,13.693411827087402,21.921157836914066,6.538726806640625,5.20651912689209,3.0974550247192383,3.14113187789917,3.3834242820739746,3.7612922191619873,3.3086211681365967,2.756265878677368,3.127978801727295,7.81906795501709,7.435748100280763,2.487921714782715,1.2973318099975586,12.599451065063475,0.18052835762500766,5.407502174377441,0.02743237279355526,13.401848793029785,0.15447542071342468,-99.9000015258789,-99.9000015258789,10.208017349243164,10.195791244506836,0.0,-0.07563990354537964,-0.07563990354537964,-0.8586623072624207,-0.9151296615600586,-10.018729209899902,-10.072528839111328,-10.32429027557373,-10.36587142944336,0,-0.0001516693569496268,-0.0001516693569496268,454.9619031720042,112.09565233066445,16.61863435223052,16.27189128616306,43.955522182164984,30.6488714114007,125.01975566312034,20.055099287046854,32.09708163719951,9.353651163172929,7.995182467352281,-0.5609963861765863,-0.8289934361922456
26,128.68821716308594,38.342185974121094,0.040192633867263794,3106.45751953125,124.94255828857422,46.45703125,658.7631225585938,143.11968994140625,1461.377685546875,418.173828125,378.76104736328125,263.32672119140625,161.94590759277344,48.09971237182617,23.79620742797852,5.344738483428955,4.804067134857178,8.611626625061035,5.445241928100586,12.339662551879885,7.40587854385376,7.04920768737793,10.700681686401367,10.254050254821776,4.444849967956543,1.1485198736190796,4.757379531860352,0.08134426176548004,2.0505571365356445,0.007844565436244011,5.130277633666992,0.046408168971538544,9.189924240112305,9.199697494506836,10.262313842773438,10.24176025390625,0.0,0.7903100848197937,0.7903100848197937,0.7419236898422241,0.7127871513366699,-9.036239624023438,-9.059953689575195,-9.51198959350586,-9.53955364227295,0,0.011115066149357566,0.011115066149357566,3989.660070688936,930.9123246731705,174.820955224394,65.21654001515627,533.2258483148557,482.6360643413304,1875.1480429193073,409.24024047317505,251.60832865291746,9.319257730713026,8.244798114107276,-0.3279003332925751,-0.726315291219834
27,171.785400390625,56.25246047973633,0.048314105719327934,456.8810729980469,43.422508239746094,18.358545303344727,119.22977447509766,25.06679534912109,174.88099670410156,86.27716064453125,66.743408203125,108.42707824707031,110.32886505126952,9.71379566192627,4.75631856918335,2.613135576248169,2.4386308193206787,2.898537397384644,2.926887989044189,3.121616840362549,2.56616473197937,2.4024789333343506,6.3917908668518075,6.386828899383545,2.00433087348938,1.3007389307022097,3.6939420700073238,0.04583432525396347,1.6885113716125488,0.009431346319615841,4.278290748596191,0.06956340372562407,8.994845390319824,9.010919570922852,9.928278923034668,9.912798881530762,0.0,-0.17340990900993347,-0.17340990900993347,-0.5982341170310974,-0.6223272085189819,-10.044610023498537,-10.069214820861816,-10.143269538879396,-10.197157859802246,0,-0.0040452361248772386,-0.0040452361248772386,528.9070401118698,145.96381065703613,52.85204826418119,22.388129451265034,99.46011923449082,76.91057682970043,202.34212904206433,140.3338722137728,142.77060714449502,9.171955499672825,7.6731525416107305,-0.4172930324872732,-0.4411833699936806
28,189.8173828125,59.436500549316406,0.03811390697956085,1493.080078125,53.7188949584961,19.065563201904297,372.8213195800781,91.20120239257812,498.3204956054688,220.94134521484372,164.11279296875,201.4576873779297,175.13804626464844,32.37487030029297,13.61233901977539,3.814419984817505,3.444127321243286,6.030303478240968,4.794315814971924,6.001173496246338,4.668548107147217,4.139248847961427,10.775928497314453,10.644432067871094,2.96803879737854,1.114748477935791,4.079075813293457,0.022186307236552242,1.9328622817993164,0.006412502378225327,4.65653133392334,0.049554474651813514,9.122152328491213,9.123029708862305,9.802068710327148,9.77122402191162,0.0,0.1508500874042511,0.1508500874042511,-0.08934388309717177,-0.10822006314992903,-9.4514799118042,-9.46446704864502,-9.686969757080078,-9.729452133178713,0,0.0028858392715919866,0.0028858392715919866,1767.0497539651703,470.5584975746766,67.35149908941534,23.95675831258804,260.2223787417961,193.20047053154374,589.3955802981893,271.0852088658568,235.62211671022683,9.228053797838058,8.29648138130067,-0.47684190301734963,-0.8442663539630736
29,155.7035675048828,6.795671463012695,0.04471820592880249,412.5517272949219,47.88145065307617,13.769170761108398,117.13753509521484,37.15252304077149,181.124267578125,90.95831298828124,62.57533264160156,71.39830780029297,87.27863311767578,6.133949279785156,5.71630334854126,3.4624154567718506,2.937262296676636,3.7031733989715576,3.4133524894714355,4.134450912475587,3.4162096977233887,3.1345491409301762,5.912368297576903,6.141362190246582,2.614251136779785,1.320826768875122,5.834696769714356,0.08565448224544525,2.4684455394744877,0.014673886820673944,6.468676090240479,0.08449763804674149,8.995160102844238,9.001115798950195,10.216824531555176,10.202317237854004,0.0,0.03269009292125702,0.03269009292125702,-0.5624508261680603,-0.5970387458801271,-10.053139686584473,-10.079568862915039,-10.22406005859375,-10.268087387084961,0,0.00030565373081275154,0.00030565373081275154,457.84884407315104,135.27626455095168,55.06860327137775,15.857586287131543,100.64419812803101,69.21889486053968,200.93468367408892,85.78470203514114,104.85192817997773,9.23773771902437,8.104528847144268,-0.35766721454417183,-0.39031754094765686
30,167.90573120117188,7.411562442779541,0.046391099691390984,1257.97705078125,130.09135437011722,39.3974494934082,321.0169982910156,73.42042541503906,481.2147216796875,194.7419891357422,149.0092010498047,205.6469573974609,229.06918334960938,17.456995010375973,11.58661651611328,3.910478830337525,3.081660747528076,4.9818267822265625,3.3550395965576167,5.397500991821289,3.88189697265625,3.561925172805786,6.968813896179199,7.145950794219972,2.3767073154449463,1.156390905380249,4.917332649230957,0.056197915226221085,2.276356935501098,0.013545762747526169,5.888539791107178,0.1030641943216324,9.049860000610352,9.059450149536133,9.997340202331543,9.973225593566896,0.0,0.2836400866508484,0.2836400866508484,0.012090162374079227,0.008397945202887058,-9.281479835510254,-9.299888610839844,-9.75098991394043,-9.796719551086426,0,0.0037338645512768436,0.0037338645512768436,1472.7052903290771,399.13010210506224,160.74183244554877,48.78035477417908,226.95519123498485,173.58201767241917,563.0302787711831,271.47064443941156,302.33359356566166,9.221845040418991,8.071076515952903,-0.41758409585030076,-0.3949855682499888
31,202.2039794921875,53.44290542602539,0.02535657398402691,2867.69921875,449.4904174804688,154.99246215820312,762.5538330078125,194.2731170654297,1084.830322265625,596.4074096679688,465.8038330078125,811.9441528320312,825.2527465820312,75.361328125,25.29116630554199,8.964652061462402,6.7029361724853525,10.189034461975098,6.450924873352051,11.987713813781738,10.260896682739258,9.299498558044434,22.81951713562012,19.400636672973636,5.672167778015138,1.198622226715088,5.2279396057128915,0.03903700038790703,2.0388329029083248,0.007059818599373101,6.044952392578125,0.039854448288679116,8.944530487060547,8.946625709533691,9.964085578918457,9.948649406433104,0.0,-0.055639907717704766,-0.055639907717704766,-0.4292867779731751,-0.451216995716095,-9.806129455566406,-9.821733474731444,-10.059399604797363,-10.111173629760742,0,-0.0006480005948956686,-0.0006480005948956686,3288.73509910407,921.4914532833355,540.2428517880776,186.62007118993589,681.2904417187377,531.8977367161089,1243.4821312400074,1033.6182436611616,1050.3903143723633,9.145615855783207,6.132309573202429,-0.42238934449141696,-0.23190228231239024
32,194.5364990234375,54.46682357788086,0.028964916244149205,2521.336669921875,58.52778625488281,19.41732788085937,477.09869384765625,102.7421875,948.9022216796876,317.48193359375,262.90249633789057,111.40979766845705,95.41136169433594,36.21792602539063,22.73070335388184,5.217757701873778,4.906226634979248,8.174343109130861,6.197113990783691,9.828908920288086,6.970218181610107,6.602969169616699,12.89896011352539,12.374696731567385,4.281242370605469,1.1923177242279053,7.27362585067749,0.07577694952487946,3.186211347579956,0.009326348081231116,7.457001209259032,0.047740131616592414,9.170761108398438,9.184259414672852,10.567397117614746,10.598020553588867,0.0,0.7186300754547119,0.7186300754547119,0.6091803312301636,0.5869542360305786,-8.871469497680664,-8.89419174194336,-9.89171028137207,-9.930608749389648,0,0.004323680570244746,0.004323680570244746,3428.1831575537426,729.4727553349761,88.40717640054362,29.44844706933869,427.88394588259297,354.02462206201704,1288.7441360184962,191.4432408306247,163.89251935058405,9.361978177803202,8.172010803857669,-0.4248973147336135,-0.9165215562704747
33,255.2480926513672,24.43307304382324,0.0479196198284626,1424.190673828125,48.33817672729492,16.181493759155273,313.6919250488281,66.38578033447266,665.2026977539062,163.75936889648438,141.10531616210938,109.19076538085938,86.99394226074219,27.965415954589844,11.78414821624756,3.4669852256774902,3.2997260093688965,4.91502046585083,3.5806326866149902,6.6832804679870605,4.146423816680908,4.0354905128478995,7.296131610870361,6.9604554176330575,3.1192386150360107,1.218192458152771,6.58882999420166,0.041363243013620384,2.948476076126098,0.00887208990752697,7.075101852416992,0.05359077453613281,9.192407608032227,9.212103843688963,10.40065860748291,10.38610553741455,0.0,0.6559100747108461,0.6559100747108461,0.4600760638713837,0.44430622458457947,-9.358389854431152,-9.380532264709473,-9.780960083007812,-9.81923007965088,0,0.004809255219849199,0.004809255219849199,1794.719010581038,431.8097300265657,65.93390626509407,22.13871520751589,205.00039393249992,176.52847820711588,837.5583669684767,164.11420961106862,130.71657455539378,9.33149459700313,8.23111967965089,-0.3309813816426408,-0.8161836177705316
34,231.5910186767578,48.70402145385742,0.040535148233175285,465.0335388183594,221.5676422119141,76.74181365966797,155.1559600830078,37.17567443847656,285.5704345703125,219.24484252929688,152.22508239746094,320.6740417480469,307.8145446777344,82.6951675415039,9.09954833984375,8.758885383605957,7.816460609436035,6.8099775314331055,7.050649642944336,7.878375053405763,7.840034484863281,8.67292594909668,22.38079833984375,22.067703247070312,6.898409843444824,1.3009124994277954,2.2212069034576416,0.0937117263674736,0.9685725569725036,0.06901410222053528,2.8130900859832764,0.5385633111000061,-99.9000015258789,-99.9000015258789,9.825824737548828,9.805906295776367,0.0,-0.13493990898132324,-0.13493990898132324,-0.673362672328949,-0.6586702466011047,-10.180442810058594,-10.162822723388672,-9.99886989593506,-10.032005310058594,0,-0.008705876680167049,-0.008705876680167049,476.0660047524037,160.26582843196613,228.65263689261957,79.22008376373766,224.29535788155408,155.72165720031833,292.32024900058747,334.2001416917371,320.7893435009799,9.096475041325727,-40.47515200749304,-0.21180827023974827,0.15433528136282615
35,127.35659790039062,30.51193428039551,0.045899827033281326,1293.628662109375,49.09018325805664,18.58045959472656,285.3295593261719,63.01637649536133,564.1876831054688,191.82742309570312,170.9235382080078,126.85425567626952,101.10884857177734,24.137348175048828,12.4642915725708,3.386998414993286,3.0885016918182373,5.18287992477417,3.868818998336792,6.191469669342041,4.2883148193359375,4.2279582023620605,7.66093635559082,7.375570774078369,2.782710552215576,1.2075738906860352,5.745309829711914,0.16417676210403442,2.35300612449646,0.026869326829910282,7.198245525360107,0.17238551378250122,9.149506568908693,9.158526420593262,10.273792266845703,10.260313034057617,0.0,0.5119801163673401,0.5119801163673401,0.3793923556804657,0.3646242022514343,-9.407790184020996,-9.429776191711426,-9.799280166625977,-9.84055995941162,0,0.004937149907359117,0.004937149907359117,1629.058765534916,392.39150361395275,66.89733971628843,25.396973400483535,239.97536753171462,213.68869153282435,709.8794070110499,190.429654126256,151.74012202975692,9.295211010333524,8.266224654466567,-0.36075217317993047,-0.7683107474351132
36,162.94967651367188,10.866211891174316,0.026917561888694763,2003.7421875,237.67269897460938,79.58877563476562,515.4671020507811,142.33853149414062,795.0152587890625,378.3199462890625,281.9554748535156,443.82757568359375,426.18658447265625,57.2275390625,20.466650009155273,8.028016090393066,6.741282939910889,9.026700973510742,6.43052864074707,10.736539840698242,8.92565631866455,8.130830764770508,15.77548122406006,15.678014755249025,6.0603580474853525,1.2530099153518677,5.878093719482423,0.1912253201007843,2.451272964477539,0.06805077195167543,7.727713584899902,0.492735207080841,9.001731872558594,9.002650260925293,10.066083908081056,10.048324584960938,0.0,0.10694009810686113,0.10694009810686113,-0.3852536678314209,-0.4178327918052673,-9.860819816589355,-9.88668727874756,-9.995619773864746,-10.0501070022583,0,0.0009851847786268068,0.0009851847786268068,2336.3165878139303,637.3300947557813,292.08288869995414,98.00586053229262,439.17413626357,327.17040634610197,926.4488431562088,581.7354025396548,558.5116175042976,9.18597601314847,7.559435450092105,-0.4017102491203863,-0.3388583112334468
